656 5140
585 86 49
234 149 60
279 197 34
555 413 32
189 38 17
378 622 5
294 114 10
309 302 38
564 27 58
252 577 75
288 405 30
456 131 65
621 286 43
408 446 43
258 232 82
510 115 67
552 8 23
246 282 45
471 369 3
363 514 24
258 300 41
558 318 67
372 37 78
138 173 15
474 540 2
204 298 55
384 219 65
588 217 33
27 184 39
654 169 72
168 538 43
582 30 24
639 512 24
282 471 72
453 611 9
261 410 24
108 586 6
192 444 70
315 82 67
204 322 35
33 29 14
579 495 16
51 622 49
618 644 11
441 119 10
474 206 9
249 418 12
36 389 60
423 56 4
654 442 56
282 312 36
168 60 69
558 397 78
99 336 54
339 469 24
570 71 14
396 354 79
78 24 79
33 543 23
84 121 7
573 339 35
654 494 25
126 468 48
561 492 1
102 103 67
423 9 45
9 502 55
501 134 19
6 140 46
303 408 37
357 302 71
213 515 71
333 189 4
474 546 27
21 284 15
399 426 52
3 121 73
549 384 16
462 153 22
591 633 65
552 489 22
354 121 34
36 621 21
147 374 22
216 583 47
153 629 9
246 632 46
294 653 57
642 515 82
129 338 65
546 202 15
54 656 78
60 69 79
195 583 57
264 521 79
501 118 16
447 326 19
318 243 1
180 646 68
21 568 55
138 418 62
69 378 44
654 479 82
510 95 18
291 276 72
633 186 31
177 606 28
105 184 5
273 337 46
492 172 39
222 292 29
609 79 34
105 155 40
471 589 45
387 648 32
60 472 26
486 161 22
153 180 15
180 20 26
486 129 74
156 343 5
33 557 47
279 567 37
555 514 23
15 369 24
321 362 42
45 482 42
336 27 30
474 346 70
324 477 71
402 445 77
189 290 69
264 436 9
390 462 13
489 492 32
600 300 14
342 228 21
309 38 75
30 13 13
51 380 44
453 648 73
423 480 17
75 425 41
210 12 53
543 315 29
135 591 1
576 220 57
396 29 24
459 23 14
618 536 30
255 304 51
156 451 53
435 484 39
330 328 64
570 347 60
603 142 63
234 67 55
180 286 24
303 432 10
615 234 14
621 584 38
621 400 74
528 116 35
18 325 74
642 20 26
561 547 12
213 391 72
99 482 53
141 18 7
549 363 7
411 315 68
243 10 22
642 396 11
474 526 34
90 31 23
570 488 46
423 553 68
72 231 81
75 101 57
294 417 51
444 490 57
597 549 34
66 134 13
258 368 19
195 462 80
69 26 48
198 537 37
492 88 32
522 397 42
540 150 82
129 626 17
132 429 7
225 409 9
525 406 40
645 313 67
486 43 55
87 207 2
30 17 74
297 525 47
321 290 53
171 320 79
558 121 16
291 567 39
438 107 38
534 512 77
459 25 27
411 484 78
165 613 68
231 398 17
144 533 76
381 303 66
402 321 67
468 1 57
135 542 40
501 651 55
588 653 41
447 220 40
231 606 1
177 226 24
312 402 61
111 266 61
90 278 13
582 147 60
84 634 74
93 167 27
231 492 81
525 34 82
138 479 38
129 91 53
582 67 62
201 135 79
63 182 44
198 32 61
543 163 73
267 639 24
618 616 51
627 606 77
204 35 45
552 547 31
330 482 74
330 638 62
603 345 71
474 249 9
294 213 60
354 116 69
114 425 3
462 257 8
396 286 60
186 178 44
369 655 39
318 347 73
135 46 22
138 205 47
162 116 49
609 223 9
21 206 72
300 466 35
231 511 5
618 563 59
387 199 78
243 131 33
258 200 46
405 40 61
249 99 22
417 250 59
288 4 74
222 341 32
639 77 77
144 499 32
453 15 44
117 314 40
633 243 10
108 509 73
546 589 33
57 49 51
90 291 26
39 10 11
27 419 19
177 31 9
492 50 12
303 294 30
180 587 12
486 523 69
258 176 20
114 267 33
513 543 31
150 532 56
627 84 81
279 10 31
15 489 39
3 179 37
381 373 48
417 596 65
108 573 62
381 608 35
294 631 34
276 361 47
609 489 80
60 295 9
153 291 19
351 508 31
39 267 13
618 207 64
48 97 9
39 628 50
438 514 71
504 375 18
456 223 14
342 133 35
129 274 53
375 130 3
561 528 54
132 570 39
285 50 79
288 186 66
285 575 49
552 91 70
366 624 21
318 19 16
99 542 20
276 550 59
258 273 9
72 636 81
72 548 37
543 242 11
495 558 79
237 535 66
411 168 81
309 226 7
588 316 53
516 374 6
168 183 77
504 379 4
315 430 10
477 72 36
135 327 43
339 310 27
552 350 41
246 653 80
525 467 11
486 556 39
96 641 21
561 385 34
198 574 38
567 136 36
456 391 79
501 57 6
519 345 49
492 501 42
150 328 35
252 399 73
381 433 9
3 497 14
633 569 15
588 593 38
525 337 6
153 417 63
222 306 59
189 127 53
540 592 11
135 250 37
597 199 7
267 516 82
435 625 16
405 508 9
297 332 37
636 51 9
150 109 48
246 254 59
603 654 50
606 464 57
144 576 46
192 494 79
120 607 68
9 234 73
408 124 18
303 637 64
519 624 74
498 605 75
174 61 61
282 26 58
186 400 32
144 401 75
654 541 39
243 492 31
87 625 12
249 303 20
645 79 59
303 212 55
324 372 70
111 271 66
168 332 4
138 126 35
297 48 41
561 282 40
456 209 35
474 63 82
39 513 46
261 210 73
468 300 2
468 479 69
129 115 16
270 608 2
516 79 61
30 504 82
243 256 66
648 417 25
288 263 34
573 128 73
459 308 36
27 358 39
309 524 62
126 226 56
597 617 49
564 553 45
225 293 36
192 89 34
186 359 30
279 334 33
372 275 18
207 490 20
183 184 77
15 275 60
327 623 42
306 588 62
639 635 73
576 487 33
417 96 76
57 336 31
312 295 79
564 475 69
276 211 17
201 484 66
189 130 7
6 514 42
471 103 63
1 415 25
504 140 63
372 217 6
621 62 48
594 551 82
315 297 4
597 290 60
495 473 44
84 651 19
84 529 36
264 208 31
192 512 8
237 293 12
60 202 9
288 348 72
9 85 13
297 328 78
618 567 16
597 153 31
342 32 40
477 158 57
474 18 72
363 133 71
9 327 13
480 42 69
543 212 77
630 39 51
612 427 32
33 210 39
168 228 14
420 109 29
12 312 6
354 206 76
72 366 11
540 408 66
603 363 71
411 450 32
591 19 36
498 559 11
423 187 29
639 655 27
